2024-05-16 17:25:09,667.dgraves_emit_data.INFO ==================================================
2024-05-16 17:25:09,667.dgraves_emit_data.INFO Today is 2024-05-16 at 05:25 PM
2024-05-16 17:25:09,667.dgraves_emit_data.INFO Running on: nt Windows 11
2024-05-16 17:25:09,667.dgraves_emit_data.INFO Python version:  3.12.2
2024-05-16 17:25:09,667.dgraves_emit_data.INFO Python path: C:\Users\derek\AppData\Local\Programs\Python\Python312
2024-05-16 17:25:09,668.dgraves_emit_data.INFO Working dir: C:\Users\derek\OneDrive\Documents\Streaming Data\Week 3\streaming-03-bonus-dgraves
2024-05-16 17:25:09,668.dgraves_emit_data.INFO ==================================================
2024-05-16 17:25:09,678.dgraves_emit_data.INFO  [x] Sent ﻿_id,Scientific_Name,Common_Name,Date,Year,Month,Day,Time,Country,Country_State_County,State,County,Locality,Latitude,Longitude,Parent_Species,target_H5_HPAI
2024-05-16 17:56:19,628.dgraves_emit_data.INFO  [x] Sent 939,Cygnus olor,Mute Swan,2016-08-21T00:00:00,2016,8,21,930,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Cygnus olor,1
2024-05-16 17:56:21,291.dgraves_emit_data.INFO  [x] Sent 940,Chroicocephalus ridibundus,Black-headed Gull,2016-08-21T00:00:00,2016,8,21,930,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Chroicocephalus ridibundus,1
2024-05-16 17:56:22,490.dgraves_emit_data.INFO  [x] Sent 941,Chroicocephalus ridibundus,Black-headed Gull,2016-08-21T00:00:00,2016,8,21,930,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Chroicocephalus ridibundus,1
2024-05-16 17:56:23,746.dgraves_emit_data.INFO  [x] Sent 942,Chroicocephalus ridibundus,Black-headed Gull,2016-08-21T00:00:00,2016,8,21,930,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Chroicocephalus ridibundus,1
2024-05-16 17:56:25,043.dgraves_emit_data.INFO  [x] Sent 943,Numenius arquata,Eurasian Curlew,2016-08-21T00:00:00,2016,8,21,930,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Numenius arquata,0
2024-05-16 17:56:26,905.dgraves_emit_data.INFO  [x] Sent 944,Limosa limosa,Black-tailed Godwit,2016-08-21T00:00:00,2016,8,21,930,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Limosa limosa,0
2024-05-16 17:56:28,552.dgraves_emit_data.INFO  [x] Sent 945,Arenaria interpres,Ruddy Turnstone,2016-08-21T00:00:00,2016,8,21,930,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Arenaria interpres,0
2024-05-16 17:56:29,883.dgraves_emit_data.INFO  [x] Sent 946,Haematopus ostralegus,Eurasian Oystercatcher,2016-08-21T00:00:00,2016,8,21,930,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Haematopus ostralegus,0
2024-05-16 17:56:31,023.dgraves_emit_data.INFO  [x] Sent 947,Corvus cornix,Hooded Crow,2016-08-21T00:00:00,2016,8,21,930,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Corvus cornix,0
2024-05-16 17:56:32,596.dgraves_emit_data.INFO  [x] Sent 948,Corvus monedula,Eurasian Jackdaw,2016-08-21T00:00:00,2016,8,21,930,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Corvus monedula,0
2024-05-16 17:56:34,727.dgraves_emit_data.INFO  [x] Sent 949,Pica pica,Eurasian Magpie,2016-08-19T00:00:00,2016,8,19,1244,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Pica pica,1
2024-05-16 17:56:36,905.dgraves_emit_data.INFO  [x] Sent 950,Anas platyrhynchos,Mallard,2016-08-19T00:00:00,2016,8,19,1244,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Anas platyrhynchos,1
2024-05-16 17:56:39,253.dgraves_emit_data.INFO  [x] Sent 951,Corvus cornix,Hooded Crow,2016-08-19T00:00:00,2016,8,19,1244,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Corvus cornix,0
2024-05-16 17:56:41,210.dgraves_emit_data.INFO  [x] Sent 952,Turdus viscivorus,Mistle Thrush,2016-08-27T00:00:00,2016,8,27,1617,Ireland,IE-L-DN,Leinster,Dublin,Iveagh Gardens,53.335,-6.2611,Turdus viscivorus,0
2024-05-16 17:56:42,861.dgraves_emit_data.INFO  [x] Sent 953,Erithacus rubecula,European Robin,2014-10-26T00:00:00,2014,10,26,1100,Ireland,IE-C-GY,Connaught,Galway,Dunguaire Castle,53.1422,-8.9261,Erithacus rubecula,0
2024-05-16 17:56:45,195.dgraves_emit_data.INFO  [x] Sent 954,Morus bassanus,Northern Gannet,2014-10-23T00:00:00,2014,10,23,1000,Ireland,IE-M-KY,Munster,Kerry,Slea Head (Ceann Sl�ibhe),52.0979,-10.4537,Morus bassanus,0
2024-05-16 17:56:47,262.dgraves_emit_data.INFO  [x] Sent 955,Fringilla coelebs,Common Chaffinch,2014-10-26T00:00:00,2014,10,26,1400,Ireland,IE-M-KY,Munster,Kerry,Killarney NP--Muckross,52.0179,-9.5088,Fringilla coelebs,0
2024-05-16 17:56:49,137.dgraves_emit_data.INFO  [x] Sent 956,Phasianus colchicus,Ring-necked Pheasant,2014-10-27T00:00:00,2014,10,27,1300,Ireland,IE-C-GY,Connaught,Galway,Spiddal coast,53.2433,-9.3042,Phasianus colchicus,0
2024-05-16 17:56:51,914.dgraves_emit_data.INFO  [x] Sent 957,Corvus cornix,Hooded Crow,2014-10-27T00:00:00,2014,10,27,1300,Ireland,IE-C-GY,Connaught,Galway,Spiddal coast,53.2433,-9.3042,Corvus cornix,0
2024-05-16 17:56:54,578.dgraves_emit_data.INFO  [x] Sent 958,Arenaria interpres,Ruddy Turnstone,2014-10-27T00:00:00,2014,10,27,1300,Ireland,IE-C-GY,Connaught,Galway,Spiddal coast,53.2433,-9.3042,Arenaria interpres,0
2024-05-16 17:56:55,920.dgraves_emit_data.INFO  [x] Sent 959,Phalacrocorax carbo,Great Cormorant,2014-10-28T00:00:00,2014,10,28,900,Ireland,IE-M-CE,Munster,Clare,Portacarron,52.6421,-9.7359,Phalacrocorax carbo,0
2024-05-16 17:56:58,288.dgraves_emit_data.INFO  [x] Sent 960,Tringa totanus,Common Redshank,2014-10-25T00:00:00,2014,10,25,1300,Ireland,IE-M-KY,Munster,Kerry,Dingle--Shore trail to Lough Tower,52.1294,-10.2624,Tringa totanus,0
2024-05-16 17:57:00,765.dgraves_emit_data.INFO  [x] Sent 961,Calidris minutilla,Least Sandpiper,2011-09-27T00:00:00,2011,9,27,0,Ireland,IE-M-KY,Munster,Kerry,Carrahane,52.3235,-9.8317,Calidris minutilla,0
2024-05-16 17:57:02,072.dgraves_emit_data.INFO  [x] Sent 962,Calidris subruficollis,Buff-breasted Sandpiper,2011-09-27T00:00:00,2011,9,27,0,Ireland,IE-M-KY,Munster,Kerry,Carrahane,52.3235,-9.8317,Calidris subruficollis,0
2024-05-16 17:57:03,959.dgraves_emit_data.INFO  [x] Sent 963,Calidris subruficollis,Buff-breasted Sandpiper,2011-09-27T00:00:00,2011,9,27,0,Ireland,IE-M-KY,Munster,Kerry,Carrahane,52.3235,-9.8317,Calidris subruficollis,0
2024-05-16 17:57:05,553.dgraves_emit_data.INFO  [x] Sent 964,Calidris subruficollis,Buff-breasted Sandpiper,2011-09-27T00:00:00,2011,9,27,0,Ireland,IE-M-KY,Munster,Kerry,Carrahane,52.3235,-9.8317,Calidris subruficollis,0
2024-05-16 17:57:08,395.dgraves_emit_data.INFO  [x] Sent 965,Calidris subruficollis,Buff-breasted Sandpiper,2011-09-27T00:00:00,2011,9,27,0,Ireland,IE-M-KY,Munster,Kerry,Carrahane,52.3235,-9.8317,Calidris subruficollis,0
2024-05-16 17:57:09,714.dgraves_emit_data.INFO  [x] Sent 966,Pluvialis apricaria,European Golden-Plover,2011-09-27T00:00:00,2011,9,27,0,Ireland,IE-M-KY,Munster,Kerry,Carrahane,52.3235,-9.8317,Pluvialis apricaria,0
2024-05-16 17:57:12,185.dgraves_emit_data.INFO  [x] Sent 967,Charadrius semipalmatus,Semipalmated Plover,2011-09-24T00:00:00,2011,9,24,0,Ireland,IE-M-KY,Munster,Kerry,Ventry Beach,52.1322,-10.3637,Charadrius semipalmatus,0
2024-05-16 17:57:14,844.dgraves_emit_data.INFO  [x] Sent 968,Charadrius semipalmatus,Semipalmated Plover,2011-09-24T00:00:00,2011,9,24,0,Ireland,IE-M-KY,Munster,Kerry,Ventry Beach,52.1322,-10.3637,Charadrius semipalmatus,0
2024-05-16 17:57:17,157.dgraves_emit_data.INFO  [x] Sent 969,Charadrius semipalmatus,Semipalmated Plover,2011-09-24T00:00:00,2011,9,24,0,Ireland,IE-M-KY,Munster,Kerry,Ventry Beach,52.1322,-10.3637,Charadrius semipalmatus,0
2024-05-16 17:57:19,328.dgraves_emit_data.INFO  [x] Sent 970,Acrocephalus dumetorum,Blyth's Reed Warbler,2011-09-21T00:00:00,2011,9,21,0,Ireland,IE-M-KY,Munster,Kerry,Glanfahan,52.1024,-10.43,Acrocephalus dumetorum,0
2024-05-16 17:57:21,001.dgraves_emit_data.INFO  [x] Sent 971,Acrocephalus dumetorum,Blyth's Reed Warbler,2011-09-21T00:00:00,2011,9,21,0,Ireland,IE-M-KY,Munster,Kerry,Glanfahan,52.1024,-10.43,Acrocephalus dumetorum,0
2024-05-16 17:57:23,947.dgraves_emit_data.INFO  [x] Sent 972,Calidris pusilla,Semipalmated Sandpiper,2011-09-20T00:00:00,2011,9,20,0,Ireland,IE-M-KY,Munster,Kerry,Ballineanig,52.1741,-10.3792,Calidris pusilla,0
2024-05-16 17:57:26,654.dgraves_emit_data.INFO  [x] Sent 973,Calidris pusilla,Semipalmated Sandpiper,2011-09-20T00:00:00,2011,9,20,0,Ireland,IE-M-KY,Munster,Kerry,Ballineanig,52.1741,-10.3792,Calidris pusilla,0
2024-05-16 17:57:29,220.dgraves_emit_data.INFO  [x] Sent 974,Calidris pusilla,Semipalmated Sandpiper,2011-09-20T00:00:00,2011,9,20,0,Ireland,IE-M-KY,Munster,Kerry,Ballineanig,52.1741,-10.3792,Calidris pusilla,0
2024-05-16 17:57:31,268.dgraves_emit_data.INFO  [x] Sent 975,Calidris pusilla,Semipalmated Sandpiper,2011-09-20T00:00:00,2011,9,20,0,Ireland,IE-M-KY,Munster,Kerry,Ballineanig,52.1741,-10.3792,Calidris pusilla,0
2024-05-16 17:57:33,740.dgraves_emit_data.INFO  [x] Sent 976,Calidris pusilla,Semipalmated Sandpiper,2011-09-20T00:00:00,2011,9,20,0,Ireland,IE-M-KY,Munster,Kerry,Ballineanig,52.1741,-10.3792,Calidris pusilla,0
2024-05-16 17:57:35,397.dgraves_emit_data.INFO  [x] Sent 977,Egretta garzetta,Little Egret,2016-12-29T00:00:00,2016,12,29,915,Ireland,IE-L-WX,Leinster,Wexford,Tacumshin Lake--general area,52.1954,-6.4572,Egretta garzetta,1
2024-05-16 17:57:36,689.dgraves_emit_data.INFO  [x] Sent 978,Stercorarius skua,Great Skua,2016-12-28T00:00:00,2016,12,28,1145,Ireland,IE-L-WX,Leinster,Wexford,Hook Head,52.1239,-6.9306,Stercorarius skua,0
2024-05-16 17:57:38,056.dgraves_emit_data.INFO  [x] Sent 979,Anthus pratensis,Meadow Pipit,2016-12-28T00:00:00,2016,12,28,1100,Ireland,IE-L-WX,Leinster,Wexford,Slade Lane,52.1333,-6.9155,Anthus pratensis,0
2024-05-16 17:57:40,262.dgraves_emit_data.INFO  [x] Sent 980,Larus michahellis,Yellow-legged Gull,2016-12-28T00:00:00,2016,12,28,915,Ireland,IE-L-WX,Leinster,Wexford,Duncannon Beach,52.219,-6.9228,Larus michahellis,0
2024-05-16 17:57:42,475.dgraves_emit_data.INFO  [x] Sent 981,Gavia immer,Common Loon,2016-12-24T00:00:00,2016,12,24,1040,Ireland,IE-L-WX,Leinster,Wexford,Kilmore Quay,52.1717,-6.591,Gavia immer,0
2024-05-16 17:57:44,717.dgraves_emit_data.INFO  [x] Sent 982,Alca torda,Razorbill,2016-12-24T00:00:00,2016,12,24,1040,Ireland,IE-L-WX,Leinster,Wexford,Kilmore Quay,52.1717,-6.591,Alca torda,0
2024-05-16 17:57:46,221.dgraves_emit_data.INFO  [x] Sent 983,Cepphus grylle,Black Guillemot,2016-12-24T00:00:00,2016,12,24,1040,Ireland,IE-L-WX,Leinster,Wexford,Kilmore Quay,52.1717,-6.591,Cepphus grylle,0
2024-05-16 17:57:49,123.dgraves_emit_data.INFO  [x] Sent 984,Falco tinnunculus,Eurasian Kestrel,2016-12-22T00:00:00,2016,12,22,1115,Ireland,IE-L-WX,Leinster,Wexford,Tacumshin Lake--general area,52.1954,-6.4572,Falco tinnunculus,0
2024-05-16 17:57:51,723.dgraves_emit_data.INFO  [x] Sent 985,Chloris chloris,European Greenfinch,2016-12-22T00:00:00,2016,12,22,1115,Ireland,IE-L-WX,Leinster,Wexford,Tacumshin Lake--general area,52.1954,-6.4572,Chloris chloris,0
2024-05-16 17:57:53,401.dgraves_emit_data.INFO  [x] Sent 986,Numenius arquata,Eurasian Curlew,2016-12-22T00:00:00,2016,12,22,1115,Ireland,IE-L-WX,Leinster,Wexford,Tacumshin Lake--general area,52.1954,-6.4572,Numenius arquata,0
2024-05-16 17:57:54,734.dgraves_emit_data.INFO  [x] Sent 987,Motacilla alba yarrellii,White Wagtail (British),2016-12-22T00:00:00,2016,12,22,1330,Ireland,IE-L-WX,Leinster,Wexford,Kilmore Quay,52.1717,-6.591,Motacilla alba,0
2024-05-16 17:57:57,271.dgraves_emit_data.INFO  [x] Sent 988,Anthus pratensis,Meadow Pipit,2016-12-22T00:00:00,2016,12,22,1330,Ireland,IE-L-WX,Leinster,Wexford,Kilmore Quay,52.1717,-6.591,Anthus pratensis,0
2024-05-16 17:57:58,366.dgraves_emit_data.INFO  [x] Sent 989,Anthus petrosus,Rock Pipit,2016-12-22T00:00:00,2016,12,22,1330,Ireland,IE-L-WX,Leinster,Wexford,Kilmore Quay,52.1717,-6.591,Anthus petrosus,0
2024-05-16 17:58:01,166.dgraves_emit_data.INFO  [x] Sent 990,Anthus petrosus,Rock Pipit,2016-12-22T00:00:00,2016,12,22,1330,Ireland,IE-L-WX,Leinster,Wexford,Kilmore Quay,52.1717,-6.591,Anthus petrosus,0
2024-05-16 17:58:02,988.dgraves_emit_data.INFO  [x] Sent 991,Saxicola rubicola,European Stonechat,2016-12-21T00:00:00,2016,12,21,900,Ireland,IE-L-WX,Leinster,Wexford,Wexford Wildfowl Reserve,52.3565,-6.4217,Saxicola rubicola,0
2024-05-16 17:58:04,590.dgraves_emit_data.INFO  [x] Sent 992,Loxia curvirostra,Red Crossbill,2016-12-20T00:00:00,2016,12,20,1100,Ireland,IE-L-WX,Leinster,Wexford,Forth Mountain,52.3206,-6.5591,Loxia curvirostra,0
2024-05-16 17:58:06,822.dgraves_emit_data.INFO  [x] Sent 993,Loxia curvirostra,Red Crossbill,2016-12-20T00:00:00,2016,12,20,1100,Ireland,IE-L-WX,Leinster,Wexford,Forth Mountain,52.3206,-6.5591,Loxia curvirostra,0
2024-05-16 17:58:08,402.dgraves_emit_data.INFO  [x] Sent 994,Phoenicurus ochruros,Black Redstart,2016-12-18T00:00:00,2016,12,18,1250,Ireland,IE-L-WX,Leinster,Wexford,Rosslare Harbour,52.2514,-6.3425,Phoenicurus ochruros,0
2024-05-16 17:58:10,518.dgraves_emit_data.INFO  [x] Sent 995,Phoenicurus ochruros,Black Redstart,2016-12-18T00:00:00,2016,12,18,1250,Ireland,IE-L-WX,Leinster,Wexford,Rosslare Harbour,52.2514,-6.3425,Phoenicurus ochruros,0
2024-05-16 17:58:13,084.dgraves_emit_data.INFO  [x] Sent 996,Saxicola rubicola,European Stonechat,2016-12-18T00:00:00,2016,12,18,1250,Ireland,IE-L-WX,Leinster,Wexford,Rosslare Harbour,52.2514,-6.3425,Saxicola rubicola,0
2024-05-16 17:58:14,764.dgraves_emit_data.INFO  [x] Sent 997,Somateria mollissima,Common Eider,2016-12-17T00:00:00,2016,12,17,1500,Ireland,IE-L-WX,Leinster,Wexford,Kilmore Quay,52.1717,-6.591,Somateria mollissima,1
2024-05-16 17:58:15,923.dgraves_emit_data.INFO  [x] Sent 998,Emberiza schoeniclus,Reed Bunting,2016-12-16T00:00:00,2016,12,16,1135,Ireland,IE-L-WX,Leinster,Wexford,Tacumshin Lake--general area,52.1954,-6.4572,Emberiza schoeniclus,0
2024-05-16 17:58:18,271.dgraves_emit_data.INFO  [x] Sent 999,Phoenicurus ochruros,Black Redstart,2016-12-16T00:00:00,2016,12,16,1315,Ireland,IE-L-WX,Leinster,Wexford,Rostonstown,52.1888,-6.4184,Phoenicurus ochruros,0
2024-05-16 17:58:20,797.dgraves_emit_data.INFO  [x] Sent 1000,Turdus merula,Eurasian Blackbird,2011-08-27T00:00:00,2011,8,27,800,Ireland,IE-L-DN,Leinster,Dublin,St Michan's Church in Dublin,53.3475,-6.2753,Turdus merula,0
2024-05-16 17:58:23,751.dgraves_emit_data.INFO  [x] Sent 1001,Turdus merula,Eurasian Blackbird,2011-08-27T00:00:00,2011,8,27,800,Ireland,IE-L-DN,Leinster,Dublin,St Michan's Church in Dublin,53.3475,-6.2753,Turdus merula,0
2024-05-16 17:58:26,612.dgraves_emit_data.INFO  [x] Sent 1002,Cyanistes caeruleus,Eurasian Blue Tit,2011-08-28T00:00:00,2011,8,28,800,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough Ruins,53.0083,-6.3466,Cyanistes caeruleus,0
2024-05-16 17:58:29,248.dgraves_emit_data.INFO  [x] Sent 1003,Cyanistes caeruleus,Eurasian Blue Tit,2011-08-30T00:00:00,2011,8,30,800,Ireland,IE-M-WD,Munster,Waterford,Waterford Castle,52.251,-7.0546,Cyanistes caeruleus,0
2024-05-16 17:58:30,726.dgraves_emit_data.INFO  [x] Sent 1004,Fulica atra,Eurasian Coot,2011-08-29T00:00:00,2011,8,29,900,Ireland,IE-M-TY,Munster,Tipperary,Marlfield Lake,52.3482,-7.7471,Fulica atra,0
2024-05-16 17:58:33,559.dgraves_emit_data.INFO  [x] Sent 1005,Corvus monedula,Eurasian Jackdaw,2011-08-27T00:00:00,2011,8,27,800,Ireland,IE-L-DN,Leinster,Dublin,St Michan's Church in Dublin,53.3475,-6.2753,Corvus monedula,0
2024-05-16 17:58:35,838.dgraves_emit_data.INFO  [x] Sent 1006,Gallinula chloropus,Eurasian Moorhen,2011-08-27T00:00:00,2011,8,27,800,Ireland,IE-L-WW,Leinster,Wicklow,Powerscourt Gardens,53.1849,-6.1875,Gallinula chloropus,0
2024-05-16 17:58:38,729.dgraves_emit_data.INFO  [x] Sent 1007,Gallinula chloropus,Eurasian Moorhen,2011-08-27T00:00:00,2011,8,27,800,Ireland,IE-L-WW,Leinster,Wicklow,Powerscourt Gardens,53.1849,-6.1875,Gallinula chloropus,0
2024-05-16 17:58:40,322.dgraves_emit_data.INFO  [x] Sent 1008,Carduelis carduelis,European Goldfinch,2011-09-03T00:00:00,2011,9,3,800,Ireland,IE-M-WD,Munster,Waterford,Ardmore B&B Walk,51.9514,-7.7181,Carduelis carduelis,0
2024-05-16 17:58:41,849.dgraves_emit_data.INFO  [x] Sent 1009,Chloris chloris,European Greenfinch,2011-09-03T00:00:00,2011,9,3,800,Ireland,IE-U-CN,Ulster,Cavan,Connemara National Park,54.2344,-7.8889,Chloris chloris,0
2024-05-16 17:58:44,668.dgraves_emit_data.INFO  [x] Sent 1010,Chloris chloris,European Greenfinch,2011-09-03T00:00:00,2011,9,3,800,Ireland,IE-U-CN,Ulster,Cavan,Connemara National Park,54.2344,-7.8889,Chloris chloris,0
2024-05-16 17:58:47,637.dgraves_emit_data.INFO  [x] Sent 1011,Erithacus rubecula,European Robin,2011-08-28T00:00:00,2011,8,28,800,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough Ruins,53.0083,-6.3466,Erithacus rubecula,0
2024-05-16 17:58:49,065.dgraves_emit_data.INFO  [x] Sent 1012,Phalacrocorax aristotelis,European Shag,2011-09-03T00:00:00,2011,9,3,800,Ireland,IE-M-WD,Munster,Waterford,Ardmore B&B Walk,51.9514,-7.7181,Phalacrocorax aristotelis,0
2024-05-16 17:58:50,172.dgraves_emit_data.INFO  [x] Sent 1013,Phalacrocorax aristotelis,European Shag,2011-09-03T00:00:00,2011,9,3,800,Ireland,IE-M-WD,Munster,Waterford,Ardmore B&B Walk,51.9514,-7.7181,Phalacrocorax aristotelis,0
2024-05-16 17:58:52,840.dgraves_emit_data.INFO  [x] Sent 1014,Phalacrocorax aristotelis,European Shag,2011-09-03T00:00:00,2011,9,3,800,Ireland,IE-M-WD,Munster,Waterford,Ardmore B&B Walk,51.9514,-7.7181,Phalacrocorax aristotelis,0
2024-05-16 17:58:55,384.dgraves_emit_data.INFO  [x] Sent 1015,Phalacrocorax aristotelis,European Shag,2011-09-03T00:00:00,2011,9,3,800,Ireland,IE-M-WD,Munster,Waterford,Ardmore B&B Walk,51.9514,-7.7181,Phalacrocorax aristotelis,0
2024-05-16 17:58:57,945.dgraves_emit_data.INFO  [x] Sent 1016,Saxicola rubicola,European Stonechat,2011-09-03T00:00:00,2011,9,3,800,Ireland,IE-M-WD,Munster,Waterford,Ardmore B&B Walk,51.9514,-7.7181,Saxicola rubicola,0
2024-05-16 17:58:59,909.dgraves_emit_data.INFO  [x] Sent 1017,Saxicola rubicola,European Stonechat,2011-09-03T00:00:00,2011,9,3,800,Ireland,IE-M-WD,Munster,Waterford,Ardmore B&B Walk,51.9514,-7.7181,Saxicola rubicola,0
2024-05-16 17:59:02,495.dgraves_emit_data.INFO  [x] Sent 1018,Saxicola rubicola,European Stonechat,2011-09-03T00:00:00,2011,9,3,800,Ireland,IE-M-WD,Munster,Waterford,Ardmore B&B Walk,51.9514,-7.7181,Saxicola rubicola,0
2024-05-16 17:59:04,648.dgraves_emit_data.INFO  [x] Sent 1019,Regulus regulus,Goldcrest,2011-08-30T00:00:00,2011,8,30,800,Ireland,IE-M-WD,Munster,Waterford,Waterford Castle,52.251,-7.0546,Regulus regulus,0
2024-05-16 17:59:06,294.dgraves_emit_data.INFO  [x] Sent 1020,Larus glaucoides glaucoides/kumlieni,Iceland Gull (glaucoides/kumlieni),2017-01-18T00:00:00,2017,1,18,1100,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Larus glaucoides,0
2024-05-16 17:59:08,834.dgraves_emit_data.INFO  [x] Sent 1021,Larus delawarensis,Ring-billed Gull,2017-01-18T00:00:00,2017,1,18,1100,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Larus delawarensis,0
2024-05-16 17:59:11,602.dgraves_emit_data.INFO  [x] Sent 1022,Chroicocephalus ridibundus,Black-headed Gull,2011-04-28T00:00:00,2011,4,28,1400,Ireland,IE-M-KY,Munster,Kerry,Ireland Kenmare Bay,51.8703,-9.5928,Chroicocephalus ridibundus,1
2024-05-16 17:59:13,800.dgraves_emit_data.INFO  [x] Sent 1023,Chroicocephalus ridibundus,Black-headed Gull,2011-04-29T00:00:00,2011,4,29,1220,Ireland,IE-M-CE,Munster,Clare,zzEnnis Ireland,52.8445,-8.9849,Chroicocephalus ridibundus,1
2024-05-16 17:59:15,558.dgraves_emit_data.INFO  [x] Sent 1024,Larus glaucoides glaucoides,Iceland Gull (glaucoides),2006-11-25T00:00:00,2006,11,25,0,Ireland,IE-M-KY,Munster,Kerry,Dingle--Pier,52.1375,-10.2786,Larus glaucoides,0
2024-05-16 17:59:18,147.dgraves_emit_data.INFO  [x] Sent 1025,Larus glaucoides glaucoides,Iceland Gull (glaucoides),2006-11-25T00:00:00,2006,11,25,0,Ireland,IE-M-KY,Munster,Kerry,Dingle--Pier,52.1375,-10.2786,Larus glaucoides,0
2024-05-16 17:59:21,024.dgraves_emit_data.INFO  [x] Sent 1026,Larus glaucoides glaucoides,Iceland Gull (glaucoides),2006-11-25T00:00:00,2006,11,25,0,Ireland,IE-M-KY,Munster,Kerry,Dingle--Pier,52.1375,-10.2786,Larus glaucoides,0
2024-05-16 17:59:23,145.dgraves_emit_data.INFO  [x] Sent 1027,Larus delawarensis,Ring-billed Gull,2006-11-24T00:00:00,2006,11,24,0,Ireland,IE-M-KY,Munster,Kerry,Ballineanig,52.1741,-10.3792,Larus delawarensis,0
2024-05-16 17:59:24,880.dgraves_emit_data.INFO  [x] Sent 1028,Larus delawarensis,Ring-billed Gull,2006-11-24T00:00:00,2006,11,24,0,Ireland,IE-M-KY,Munster,Kerry,Ballineanig,52.1741,-10.3792,Larus delawarensis,0
2024-05-16 17:59:27,491.dgraves_emit_data.INFO  [x] Sent 1029,Ardea cinerea,Gray Heron,2016-05-16T00:00:00,2016,5,16,1500,Ireland,IE-C-MO,Connaught,Mayo,Westport Quay,53.7991,-9.5519,Ardea cinerea,1
2024-05-16 17:59:30,393.dgraves_emit_data.INFO  [x] Sent 1030,Larus marinus,Great Black-backed Gull,2012-08-17T00:00:00,2012,8,17,0,Ireland,IE-M-KY,Munster,Kerry,Pelagic beyond the Blaskets,51.9976,-10.6629,Larus marinus,1
2024-05-16 17:59:32,319.dgraves_emit_data.INFO  [x] Sent 1031,Ardenna grisea,Sooty Shearwater,2012-08-17T00:00:00,2012,8,17,0,Ireland,IE-M-KY,Munster,Kerry,Pelagic beyond the Blaskets,51.9976,-10.6629,Ardenna grisea,0
2024-05-16 17:59:34,817.dgraves_emit_data.INFO  [x] Sent 1032,Oceanites oceanicus,Wilson's Storm-Petrel,2012-08-17T00:00:00,2012,8,17,0,Ireland,IE-M-KY,Munster,Kerry,Pelagic beyond the Blaskets,51.9976,-10.6629,Oceanites oceanicus,0
2024-05-16 17:59:36,945.dgraves_emit_data.INFO  [x] Sent 1033,Ardenna grisea,Sooty Shearwater,2012-08-17T00:00:00,2012,8,17,0,Ireland,IE-M-KY,Munster,Kerry,Pelagic beyond the Blaskets,51.9976,-10.6629,Ardenna grisea,0
2024-05-16 17:59:39,247.dgraves_emit_data.INFO  [x] Sent 1034,Oceanites oceanicus,Wilson's Storm-Petrel,2012-08-17T00:00:00,2012,8,17,0,Ireland,IE-M-KY,Munster,Kerry,Pelagic beyond the Blaskets,51.9976,-10.6629,Oceanites oceanicus,0
2024-05-16 17:59:40,850.dgraves_emit_data.INFO  [x] Sent 1035,Oceanites oceanicus,Wilson's Storm-Petrel,2012-08-17T00:00:00,2012,8,17,0,Ireland,IE-M-KY,Munster,Kerry,Pelagic beyond the Blaskets,51.9976,-10.6629,Oceanites oceanicus,0
2024-05-16 17:59:41,876.dgraves_emit_data.INFO  [x] Sent 1036,Ardenna grisea,Sooty Shearwater,2012-08-17T00:00:00,2012,8,17,0,Ireland,IE-M-KY,Munster,Kerry,Pelagic beyond the Blaskets,51.9976,-10.6629,Ardenna grisea,0
2024-05-16 17:59:43,719.dgraves_emit_data.INFO  [x] Sent 1037,Ardenna gravis,Great Shearwater,2012-08-17T00:00:00,2012,8,17,0,Ireland,IE-M-KY,Munster,Kerry,Pelagic beyond the Blaskets,51.9976,-10.6629,Ardenna gravis,0
